Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12358076846,01/27/2021 09:34:52 AM,01/27/2021 09:40:48 AM,de,5,3,4,2,3,2,2,Caravan Palace ,Lone Digger ,,,2,1,2,2,3,4,1,2,2,3,2,2,2,2,3,2,1,3,3,3,1,2,1,1,1,1,2,3,2,1,1,3,2,,4,4,3,3,3,4,2,2,,16,2,1,1,1,1,4,,1,1,,2,2,5,4,5,5,2,1,2,2,3,5,5,5,6,4,3,3,3,2,3,2,6,5,5,7,7,5
12358062537,01/27/2021 09:27:24 AM,01/27/2021 09:27:36 AM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12358047793,01/27/2021 09:19:31 AM,01/27/2021 09:20:59 AM,de,4,3,4,5,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12358041212,01/27/2021 09:16:04 AM,01/27/2021 09:18:12 AM,tr,4,3,5,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357989713,01/27/2021 08:48:41 AM,01/27/2021 09:06:46 AM,de,4,2,5,4,5,3,3,Camellia,PLANET//SHAPER,PLANET//SHAPER,https://youtu.be/AqDGSiCabVQ,1,1,1,1,4,4,1,2,1,4,1,1,1,1,3,1,1,1,1,4,1,4,2,1,1,2,1,4,2,1,1,1,2,,1,2,1,5,5,3,,1,"Es war das erste Lied, das ich vor einigen Jahren von Camellia gehört habe und seitdem ist er mein Lieblingsmusiker",11,1,38,38,38,38,3,,2,1,,1,4,4,5,3,6,5,2,5,2,6,6,7,5,4,3,4,4,6,2,5,6,6,5,7,3,3,4
12357975570,01/27/2021 08:40:35 AM,01/27/2021 08:41:03 AM,de,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357789676,01/27/2021 06:45:12 AM,01/27/2021 06:59:56 AM,tr,4,5,5,3,5,3,2,Norah Jones,Feelin' the Same Way,Come Away With Me,,4,1,2,2,2,1,1,2,4,4,1,1,1,1,2,2,1,2,1,3,1,1,1,1,1,4,1,3,1,1,2,1,2,Huzur,4,2,2,4,3,3,1,1,Albüm içerisindeki tüm parçalar genel olarak rahatlık ve huzur hissiyatı veren düşük tempolu şarkılar. Örnek verdiğim şarkı ise yüksek temposu ve performansıyla rahatlık ve huzur hissiyatı yanında enerjiklik ve mutluluk hissiyatını da sağlıyor.,30,2,1,1,1,1,4,,5,3,,2,4,7,6,7,6,6,3,6,3,4,4,6,6,2,5,6,4,7,6,7,2,4,1,5,1,5,2
12357774710,01/27/2021 06:34:59 AM,01/27/2021 06:47:32 AM,tr,3,3,4,4,4,3,3,Armand Amar,poêm of the atoms II,,https://open.spotify.com/track/32kZvzESumfaNPX7Yk8crn?si=TrG3HN3rTWCrlH_1Ldq-jA,4,4,3,1,4,2,4,4,2,4,2,4,3,4,4,1,4,3,4,2,4,2,4,3,3,3,1,2,2,2,4,1,2,,4,2,4,2,5,5,4,2,,14,2,1,1,1,1,4,,2,4,,1,2,6,6,6,7,7,5,6,5,7,7,4,5,7,7,7,6,4,6,6,5,5,5,6,3,3,4
12357723223,01/27/2021 05:58:50 AM,01/27/2021 06:09:47 AM,en,5,5,5,4,3,2,4,The Clash,Straight to Hell,Combat Rock,,2,4,4,2,3,3,3,4,3,4,3,3,3,4,4,4,2,3,2,2,1,4,3,3,2,3,1,3,2,2,4,4,3,,4,3,5,3,5,5,5,4,It reminds me of playing it on a cassette in the car as a child,10,2,1,1,1,1,4,,3,4,,2,3,3,2,5,5,6,1,4,1,6,7,7,7,6,2,1,7,6,1,2,5,6,5,6,5,2,1
12357658553,01/27/2021 05:14:12 AM,01/27/2021 05:27:24 AM,es,4,2,4,2,2,1,3,La Renga,El final es en donde partí,,,1,1,2,3,4,2,4,4,2,2,2,3,3,1,3,2,1,3,1,1,3,2,3,2,2,1,1,4,2,1,2,2,4,,4,2,4,3,5,4,2,2,,28,2,10,10,10,10,4,,1,1,,3,3,6,4,6,7,5,3,2,3,7,7,7,7,5,6,5,5,2,5,7,1,5,7,6,1,7,5
12357578812,01/27/2021 04:24:53 AM,01/27/2021 04:26:03 AM,de,2,3,5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357418505,01/27/2021 03:06:44 AM,01/27/2021 03:13:18 AM,tr,5,5,5,5,5,5,5,Alice in chains,Would,,,3,1,2,1,2,2,1,2,1,2,1,3,2,3,4,4,3,3,2,1,3,1,3,4,3,4,2,1,1,2,2,1,4,,3,2,5,1,5,4,2,1,,16,1,1,1,1,1,4,,2,4,,2,1,7,7,6,7,7,5,5,7,7,7,5,5,1,7,6,5,5,7,3,7,1,7,6,7,1,1
12357389526,01/27/2021 02:53:53 AM,01/27/2021 03:08:23 AM,de,3,2,4,4,2,5,4,Aphex Twin,Vordhosbn,,DrukQs,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,Eine Mischung aus Leere und verloren sein,1,3,2,2,5,1,3,1,"Das Lied habe ich damals entdeckt zu einer Zeit wo mein ich signifikante Veränderungen und Entwicklungen erfahren habe, vor allem verbunden mit meinen Depressionen und Symptomen meiner Borderline Persönlichkeitsstörung.",16,1,1,1,1,1,3,,2,1,,1,4,7,5,5,1,4,1,1,2,1,6,7,3,3,2,4,3,3,2,3,6,7,7,7,2,1,4
12357275031,01/27/2021 02:06:20 AM,01/27/2021 02:17:13 AM,tr,5,5,4,5,5,5,2,Hachi,Matroshyka ,,,4,3,4,4,4,4,3,4,4,4,2,3,4,4,4,4,4,2,3,4,2,2,4,1,2,1,1,4,1,1,4,4,3,,4,5,5,4,5,5,5,1,,5,1,1,1,1,1,1,,1,4,,2,4,2,2,2,6,5,5,6,6,6,6,6,6,2,2,2,6,7,7,3,4,7,3,5,7,3,2
12357284628,01/27/2021 02:09:48 AM,01/27/2021 02:16:48 AM,el,5,4,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357247687,01/27/2021 01:55:41 AM,01/27/2021 02:05:21 AM,tr,2,5,1,4,3,5,5,joker,yaşamak öldürür pt1,yaşamak öldürür,https://www.youtube.com/watch?v=_Fj1hn1_hC4,1,4,1,4,1,4,1,1,1,2,3,4,4,1,3,4,3,4,3,1,1,1,3,4,3,1,1,1,1,1,4,1,1,,6,1,5,1,5,1,5,5,beni türkçe rap`e ısındıran ve çok uzun süredir dinlediğim parçalardan biri. hemen hemen her anımda benleydi. ayrıca joker allame ilişkisi de rap dinleyenler için önemlidir bu parça o yönden de favorilerim arasında,6,2,1,1,1,1,8,,2,4,,3,4,7,6,7,7,5,1,6,5,7,7,5,5,7,1,7,7,1,4,3,3,1,6,2,7,3,1
12357014480,01/27/2021 12:30:26 AM,01/27/2021 01:11:45 AM,de,5,4,5,5,2,4,2,Bongeziwe Mabandla,Philakanzima,Mangaliso,,4,1,2,2,3,4,1,4,2,3,3,3,4,2,4,3,4,4,4,2,1,1,1,2,3,4,1,2,1,1,4,1,1,,3,4,5,3,5,2,3,1,"Ich habe das Musikstück zufällig entdeckt, jedoch lässt es mich seither nicht mehr los. Auch wenn ich den Text nicht verstehe, habe ich dennoch das Gefühl, das Lied zu verstehen. Vllt. ist das auch der Grund, weshalb ich mir die Lyrics bzw. eine Übersetzung noch nicht rausgesucht habe.",18,1,38,38,38,38,5,,4,1,,2,4,5,6,5,7,2,1,1,2,3,5,5,3,6,6,3,6,6,5,7,3,3,5,7,1,5,1
12357046860,01/27/2021 12:42:00 AM,01/27/2021 12:46:34 AM,de,5,5,5,5,5,4,4,Sabaton,The Red Baron,The Great War,https://www.youtube.com/watch?v=3PXzgXBRM_k,3,1,3,3,4,4,3,4,4,4,3,1,1,1,4,2,1,1,2,4,1,4,4,1,1,2,1,4,2,1,3,4,4,,3,5,5,5,5,5,3,5,"Lieblingssong vom Aktuellen Album der Lieblingsband. Das ist wunderschön, macht Spaß und fühlt sich richtig gut an",20,1,1,1,1,1,3,,2,1,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,5,4,5,4,7,5,7
12356848474,01/26/2021 11:30:53 PM,01/26/2021 11:53:07 PM,de,3,2,4,5,2,4,2,Bladee,Western Union,Trash Island,,3,3,4,1,3,4,4,4,4,2,1,1,2,3,2,2,3,2,1,3,1,1,4,3,2,3,1,3,1,1,3,3,2,,3,4,2,3,5,3,4,1,Heavy Enitions,9,2,1,1,1,1,2,,1,4,,1,3,6,5,6,7,2,3,4,4,4,3,6,6,4,3,2,6,6,6,1,2,7,3,4,7,5,2
12356863825,01/26/2021 11:36:24 PM,01/26/2021 11:52:47 PM,de,4,2,4,3,4,4,2,Die Ärzte,Himmelblau,,,2,1,3,2,2,3,2,3,4,4,4,1,2,2,4,4,2,2,2,3,1,1,2,2,1,2,1,3,1,1,3,2,1,Mut,5,2,3,3,2,3,1,2,"Es war das richtige Lied zur richtigen Zeit. Als ich die Ärzte live gesehen habe, habe ich eine wichtige Entscheidung getroffen.",27,2,1,1,1,1,0,Diplom [FH],3,1,,3,4,6,4,2,5,2,1,5,2,7,6,7,6,7,7,6,6,4,4,6,2,6,5,6,2,7,5
12356875683,01/26/2021 11:40:52 PM,01/26/2021 11:42:00 PM,en,4,5,5,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356863818,01/26/2021 11:36:31 PM,01/26/2021 11:37:13 PM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356839854,01/26/2021 11:27:50 PM,01/26/2021 11:37:10 PM,de,3,3,2,4,3,4,4,The Haunted,My Shadow,rEVOLVEr,https://m.youtube.com/watch?v=ziM42w1zrzE,3,2,4,2,2,2,2,2,2,2,1,4,3,4,4,4,3,4,2,2,2,1,3,3,4,3,1,2,2,2,2,3,3,,4,3,4,1,5,4,2,2,"Es war das erste Lied, das mir einfiel ",24,2,38,38,38,38,2,,2,4,,1,3,4,2,3,5,2,1,1,2,6,6,7,5,4,4,3,4,5,4,2,5,5,1,6,7,1,1
12356838089,01/26/2021 11:27:17 PM,01/26/2021 11:27:30 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356834933,01/26/2021 11:26:07 PM,01/26/2021 11:26:55 PM,en,4,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356809327,01/26/2021 11:16:15 PM,01/26/2021 11:17:29 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356648331,01/26/2021 10:20:55 PM,01/26/2021 10:41:42 PM,tr,5,3,4,3,2,2,4,Yuka Kitamura,Soul of Cinder,Dark Souls 3 OST,,1,3,1,1,2,4,4,1,1,1,1,3,2,3,4,4,1,2,1,1,1,3,4,1,2,3,1,2,1,1,1,3,1,,1,1,3,1,2,1,1,1,,9,2,179,179,179,179,4,,2,4,,2,3,7,7,6,7,3,2,5,5,2,6,3,2,6,6,4,3,3,6,5,3,7,5,5,3,7,2
12356621517,01/26/2021 10:11:50 PM,01/26/2021 10:21:55 PM,de,5,3,4,3,5,2,3,Calvin Harris,Summer,,,2,1,1,3,3,4,1,4,3,3,2,1,4,1,4,2,1,2,2,4,1,2,2,1,1,3,1,3,1,1,2,3,2,Gute Laune,3,5,3,4,3,5,1,1,Gute Laune und gern gehörter Interpret.,11,2,1,1,1,1,2,,2,4,,3,4,6,4,4,5,4,5,5,5,5,5,7,5,4,3,3,4,4,2,5,3,5,4,4,2,5,4
12356542978,01/26/2021 09:46:15 PM,01/26/2021 09:52:20 PM,tr,2,4,3,4,4,2,4,reynmen ,derdim olsun,,,3,2,2,1,2,1,2,3,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,,4,2,2,2,2,2,2,2,,11,2,1,1,1,1,4,,2,4,,2,2,3,4,5,5,4,4,3,2,7,7,7,7,7,7,7,7,4,1,5,2,2,3,5,3,4,3
12356520049,01/26/2021 09:38:24 PM,01/26/2021 09:49:18 PM,tr,4,4,3,4,3,2,3,Alice in chains,Nutshell,,,3,3,2,1,1,1,1,1,2,3,1,2,3,2,3,3,2,3,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,,5,1,3,1,4,2,1,4,,35,2,1,1,1,1,4,,4,1,,2,4,6,6,6,7,6,1,5,1,7,7,6,7,6,6,5,4,6,5,7,5,5,2,7,2,2,1
12356543477,01/26/2021 09:46:27 PM,01/26/2021 09:47:52 PM,tr,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356543644,01/26/2021 09:46:17 PM,01/26/2021 09:47:30 PM,tr,1,2,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356499272,01/26/2021 09:32:09 PM,01/26/2021 09:38:42 PM,tr,4,3,4,4,3,2,2,Motionless In White,Another Life , Disguise ,,3,3,2,1,2,2,1,2,2,4,3,2,3,3,3,2,2,2,1,3,1,1,1,2,2,4,1,4,2,1,2,2,3,,5,3,3,4,4,4,2,2,Şarkının sözleri içinde bir hikayenin olması etkileyici. ,7,1,1,1,1,1,1,,2,4,,3,3,5,6,3,5,5,3,4,6,5,5,4,5,6,5,5,6,1,3,4,6,2,7,5,5,3,5
12356475985,01/26/2021 09:24:36 PM,01/26/2021 09:25:25 PM,tr,3,2,5,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356474853,01/26/2021 09:24:17 PM,01/26/2021 09:25:22 PM,en,4,3,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356450158,01/26/2021 09:16:17 PM,01/26/2021 09:17:55 PM,de,5,3,4,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356417606,01/26/2021 09:06:06 PM,01/26/2021 09:12:36 PM,de,4,4,4,2,3,2,2,John Lennon,Imagine,,,2,1,2,3,1,3,1,2,2,3,1,4,3,3,3,2,1,3,1,2,3,1,2,3,3,3,1,1,1,2,3,1,2,,5,3,4,2,3,2,3,1,,24,1,1,1,1,1,4,,2,1,,2,3,6,6,5,4,6,3,3,3,4,6,5,5,4,5,3,5,2,3,7,5,5,6,6,2,4,5
12356345890,01/26/2021 08:43:30 PM,01/26/2021 09:11:04 PM,tr,3,2,3,4,4,2,1,Nathan Wagner,Innocence,,https://youtu.be/oc21g2MP2mo,2,1,3,3,2,2,1,1,2,1,1,2,1,2,2,1,3,4,2,2,1,2,3,2,2,1,1,2,2,3,3,1,2,,4,3,2,2,4,3,2,3,,8,2,178,178,178,178,1,,2,4,,2,3,5,6,5,7,3,3,7,5,5,5,5,4,5,5,3,6,2,5,3,5,6,6,3,5,7,2
12356376387,01/26/2021 08:53:23 PM,01/26/2021 09:02:40 PM,tr,4,1,5,4,4,5,4,Paysage D'Hiver,Offenbarung,Das Tor,,3,3,1,1,1,1,1,2,3,3,1,4,2,1,2,1,1,1,1,4,1,1,1,4,4,4,1,1,1,1,3,1,1,,4,1,1,4,5,1,2,1,,12,2,1,1,1,78,2,,4,4,,3,4,7,7,7,7,2,1,2,3,5,6,3,1,1,1,1,7,1,1,2,6,6,3,1,2,7,1
12356388953,01/26/2021 08:57:21 PM,01/26/2021 08:58:14 PM,de,3,2,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356338873,01/26/2021 08:41:20 PM,01/26/2021 08:57:43 PM,de,2,4,5,4,2,1,3,Bryan Adams,Summer of '69,,https://www.youtube.com/watch?v=eFjjO_lhf9c,2,2,3,2,3,3,1,4,4,4,2,3,3,2,3,4,3,4,1,2,2,1,3,2,2,3,3,4,1,1,2,1,2,,5,2,5,3,4,4,3,3,"Es ist verbunden mit Erinnerungen meiner Kindheit. Es ist das Musikstück, welches ich am meisten mit meinem Vater verbinde, mit dem ich seit der Trennung meiner Eltern eher weniger Kontakt pflege. Das Lied ist sozusagen eine Erinnerung an die guten Zeiten mit ihm, und als die Familie noch heile war.",12,2,38,1,1,1,2,,2,7,,1,4,3,3,4,6,6,2,2,3,7,7,7,7,5,2,2,6,6,5,6,3,6,3,6,5,5,6
12356365742,01/26/2021 08:49:57 PM,01/26/2021 08:57:17 PM,de,4,3,3,3,2,2,4,Juse Ju,Lovesongs,Shibuya Crossing,,3,1,2,1,3,2,1,3,2,2,3,1,4,3,4,2,2,4,1,1,1,3,2,2,3,1,1,3,1,2,3,2,2,,4,5,2,3,4,2,1,2,,11,2,38,38,38,38,2,,2,4,,2,3,6,5,4,5,3,1,1,3,6,6,6,5,4,3,2,5,2,3,5,3,5,5,6,3,5,3
12356347847,01/26/2021 08:44:12 PM,01/26/2021 08:52:58 PM,de,5,3,4,4,2,2,1,Adel Tawil,Aschenflug,Lieder,,1,1,2,1,2,2,1,2,3,3,1,2,3,2,3,4,2,3,1,2,1,3,1,1,2,3,1,2,1,2,3,1,1,,4,3,3,3,4,3,2,1,,11,2,1,1,1,1,2,,1,4,,1,3,4,5,5,3,5,2,2,4,3,4,2,3,3,3,2,2,2,5,2,3,2,6,3,3,6,4
12356356124,01/26/2021 08:46:53 PM,01/26/2021 08:47:11 PM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356305653,01/26/2021 08:30:32 PM,01/26/2021 08:44:53 PM,de,3,2,5,5,4,5,4,Dotter,Cry,Melodifestivalen 2018,https://www.youtube.com/watch?v=CC3bbwk-p2E&feature=emb_title,1,1,4,3,4,1,2,4,1,1,4,3,4,4,4,4,3,4,1,3,1,4,4,2,3,4,3,4,1,2,3,1,4,,4,3,3,1,5,2,5,1,,12,1,38,38,38,38,3,,2,1,,2,4,6,5,5,7,7,4,5,6,6,7,7,5,7,5,5,7,3,4,7,5,7,5,7,1,2,5
12356265106,01/26/2021 08:17:09 PM,01/26/2021 08:36:48 PM,tr,4,2,4,5,5,3,1,Ahmet Kaya ,Beni vur,,,2,3,1,2,3,2,1,4,1,3,3,3,3,3,4,3,2,1,1,2,3,1,3,2,3,2,1,3,2,1,4,1,3,,4,2,4,3,5,3,1,1,,6,2,1,1,1,1,2,,2,4,,2,3,7,6,6,7,6,5,7,5,5,3,6,4,3,7,6,3,5,6,6,1,6,2,3,5,6,3
12356266929,01/26/2021 08:18:11 PM,01/26/2021 08:34:45 PM,tr,4,2,4,5,2,5,2,Metallica,One,...And Justice For All,Official Clip Version (Not Album Version),3,4,1,1,4,2,2,4,2,4,1,4,3,3,4,3,4,4,2,1,4,3,3,4,4,1,1,4,4,4,2,1,4,"Kasvet, Umutsuzluk",4,2,5,1,5,2,3,1,Bir insanın yaşamı boyunca yaşayabileceği en kötü şeyi yaşamış bir insanı anlatan filmden -Johnny Got His Gun-  etkilenmiş Metallica grubunun belki film kadar etkili başka bir müzik eseri ortaya koymasıdır. Sizlere spoiler vermek istemem filmi kendiniz izleyin ama ne zaman hayatımla alakalı sıkıntım olsa ben şu an Johhny gibi değilim diyerek avunurum.,8,2,1,1,1,4,2,,3,4,,2,4,6,7,7,6,7,4,3,5,6,7,7,7,3,3,3,5,5,6,2,3,5,1,5,7,5,1
12356060032,01/26/2021 07:14:11 PM,01/26/2021 08:26:23 PM,tr,5,3,3,5,5,2,2,Ozzy Osbourne,I just want you,Ozzmosis,Eiro Nareth -  I just want you │ Fingerstyle guitar solo cover,4,1,3,4,4,4,1,4,4,4,3,3,3,3,4,4,4,3,2,4,1,1,3,2,3,3,1,4,4,1,4,4,3,Umut,4,5,3,4,5,5,3,2,"Öncelikle favori bir şeyim sorulduğunda cevap vermekte oldukça zorlanan birisiyim çünkü belirli bağlamdaki tüm karşılıkları tek bir favori üzerinden dile getirmeyi popülist buluyorum.   İlk 10-15 dk ne seçsem acaba diye listelerimde gezinirken vazgeçtim. Dönüp sorulan sorulara baktım (parçayı dinlerken neyi ne kadar hissediyorsunuz). Listeyi inceledikten sonra bu duyguların çoğunluğunu maximum karşılayacak şarkıyı da bir 5-6dk düşündükten sonra bunu seçtim.      İlkokul 2'deyken düşüp ön dişimi kökünden kırmıştım. Çocuklarda kemik gelişimi tamamlanmadığı için ortaokul son sınıfa kadar sürecek olan tedavimin başlangıç sürecinde ailem her hafta sonu arabayla beni İstanbul'a dişçiye götürüyordu. Hem tedavinin verdiği acı hem de ergenliğe girerkenki duygularım sebebiyle benim için oldukça travmatik bir dönemdi.     Oturduğumuz şehirden İstanbul Mecidiyeköy'e giderken ormanlık yeşil yollardan betonarme gri bir yere geçişin enstantanesi, çekeceğim acıya karşı hissettiğim korku. Dişçiye değil de akrabalara gidiyor olsak bile o yola çıkmak o geçişi görmek bile beni oldukça geren bir olaydı.   İşte o dönem radyoda bu şarkının çaldığını ve o yolda beni iyi hissettirdiğini hatırlıyorum.     Şuan o duyguları tabii ki atlatmış durumdayım. Ama düşününce aklıma gelen, bilinçaltıma etki etmiş böyle bir anısı var. Kaldı ki bu olay olmasa bile hem söz hem beste olarak oldukça güzel bir şarkı :)",17,2,1,1,1,3,4,,2,4,,2,4,6,5,6,7,7,2,6,2,6,6,5,6,2,2,2,6,3,2,6,5,5,5,7,3,6,2
12356246416,01/26/2021 08:11:24 PM,01/26/2021 08:23:52 PM,de,5,2,3,3,4,5,2,Wir sind Helden,Wenn es passiert,Von hier an blind,,4,2,3,2,3,3,1,3,3,2,2,3,4,4,3,4,2,2,2,3,1,2,2,4,3,1,1,2,1,2,2,2,2,,5,2,5,4,4,3,2,3,,10,2,27,1,1,1,2,,3,4,,2,4,6,6,5,7,5,1,3,4,6,6,6,4,6,4,4,4,1,4,6,5,6,7,6,6,5,5
12356251150,01/26/2021 08:12:52 PM,01/26/2021 08:20:42 PM,tr,3,4,2,3,2,2,1,BARIŞ AKARSU,Islak Islak,,,1,2,1,2,4,3,4,4,3,3,2,1,3,1,3,3,1,1,3,2,2,2,2,1,2,2,1,4,3,2,3,4,4,,4,1,4,2,4,2,1,1,Seviyorum.,9,2,1,1,1,1,2,,2,4,,2,2,3,5,4,5,5,3,2,5,3,5,3,5,6,7,6,5,2,6,3,5,5,5,6,5,3,2
12356270075,01/26/2021 08:19:11 PM,01/26/2021 08:19:39 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356251816,01/26/2021 08:13:11 PM,01/26/2021 08:14:01 PM,tr,5,1,5,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
